Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"benchmark/src/main/java/org/apache/pdfbox/benchmark/LoadAndSave.java",benchmark/src/main/java/org/apache/pdfbox/benchmark/LoadAndSave.java,1,1,1,1,8,0,8,0,,,,1,0,2,,8,8,0,8,,0,0,0,8,,109,13,80,55,26,16,,,38,47,31,24,,,,,1,1,1,1,,0,,0,20,8,8,8,8
File,"benchmark/src/main/java/org/apache/pdfbox/benchmark/NullOutputStream.java",benchmark/src/main/java/org/apache/pdfbox/benchmark/NullOutputStream.java,1,1,1,1,4,0,3,1,,,,1,0,0,,3,3,0,3,,0,0,0,3,,38,5,14,10,0,19,,,3,7,7,0,,,,,1,1,1,1,,0,,1,36,3,3,3,3
File,"benchmark/src/main/java/org/apache/pdfbox/benchmark/Rendering.java",benchmark/src/main/java/org/apache/pdfbox/benchmark/Rendering.java,2,2,2,1,13,0,13,0,,,,1,0,4,,6,6,0,6,,0,0,0,6,,146,12,116,71,50,18,,,72,86,58,50,,,,,2,2,2,1,,1,,0,16,12,12,12,6
File,"benchmark/src/main/java/org/apache/pdfbox/benchmark/TextExtraction.java",benchmark/src/main/java/org/apache/pdfbox/benchmark/TextExtraction.java,1,1,1,1,11,0,11,0,,,,1,0,1,,2,2,0,2,,0,0,0,2,,66,8,42,29,16,16,,,27,30,22,14,,,,,1,1,1,1,,0,,0,38,2,2,2,2
Public Implicit Method,"clone()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,00,0,0,0,0
File,"debugger/src/main/java/org/apache/pdfbox/debugger/PDFDebugger.java",debugger/src/main/java/org/apache/pdfbox/debugger/PDFDebugger.java,2,2,2,1,20,1,17,1,,,,7,2,8,,67,60,27,62,,5,37,2,18,,1504,149,1235,333,618,121,,,591,761,323,535,,,,,13,13,13,9,,3,,0,10,170,170,195,99
File,"debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/CSArrayBased.java",debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/CSArrayBased.java,5,3,5,1,30,1,27,1,,,,1,0,0,,3,3,4,3,,0,1,0,2,,139,11,102,28,61,26,,,61,71,28,48,,,,,11,5,11,1,,2,,0,25,15,9,15,3
File,"debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/CSDeviceN.java",debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/CSDeviceN.java,1,1,1,1,14,0,10,3,,,,1,0,0,,5,5,2,5,,0,3,0,2,,119,12,69,32,33,38,,,50,57,33,31,,,,,2,2,2,1,,1,,0,55,6,6,6,5
File,"debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/CSIndexed.java",debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/CSIndexed.java,1,1,1,1,19,2,14,3,,,,1,0,0,,5,5,3,5,,0,3,0,2,,147,18,93,37,54,36,,,74,81,38,54,,,,,2,2,2,1,,1,,0,39,6,6,6,5
File,"debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/CSSeparation.java",debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/CSSeparation.java,1,1,1,1,19,1,15,2,,,,1,0,0,,10,10,6,10,,0,6,0,4,,264,30,188,62,114,46,,,137,150,59,110,,,,,3,3,3,1,,1,,0,24,13,13,13,10
File,"debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/ColorBarCellRenderer.java",debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/ColorBarCellRenderer.java,1,1,1,1,9,0,9,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,43,3,18,11,4,22,,,10,12,9,4,,,,,1,1,1,1,,0,,1,22,1,1,1,1
File,"debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/DeviceNColorant.java",debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/DeviceNColorant.java,1,1,1,1,4,0,3,0,,,,1,0,0,,7,7,3,7,,0,0,0,7,,66,9,35,13,6,22,,,11,19,13,6,,,,,1,1,1,1,,0,,0,63,7,7,7,7
File,"debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/DeviceNTableModel.java",debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/DeviceNTableModel.java,2,1,2,1,8,0,8,0,,,,1,0,1,,6,6,1,6,,0,0,0,6,,92,9,57,18,22,26,,,16,25,12,13,,,,,4,2,4,1,,1,,0,46,12,8,12,6
File,"debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/IndexedColorant.java",debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/IndexedColorant.java,1,1,1,1,5,0,4,0,,,,1,0,0,,6,6,2,6,,0,0,0,6,,69,9,35,12,10,25,,,13,22,13,10,,,,,2,2,2,1,,1,,0,71,7,7,7,6
File,"debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/IndexedTableModel.java",debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/IndexedTableModel.java,2,1,2,1,8,0,8,0,,,,1,0,1,,6,6,1,6,,0,0,0,6,,94,10,58,18,23,26,,,17,26,12,14,,,,,4,2,4,1,,1,,0,45,12,8,12,6
File,"debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/AnnotFlag.java",debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/AnnotFlag.java,1,1,1,1,9,0,8,1,,,,2,0,0,,4,4,1,4,,4,0,0,0,,73,7,41,15,16,25,,,10,15,11,5,,,,,1,1,1,1,,0,,0,61,4,4,4,4
File,"debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/EncryptFlag.java",debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/EncryptFlag.java,1,1,1,1,8,0,7,1,,,,1,0,0,,4,4,1,4,,4,0,0,0,,69,7,37,14,14,25,,,10,15,11,5,,,,,1,1,1,1,,0,,0,68,4,4,4,4
File,"debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/FieldFlag.java",debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/FieldFlag.java,1,1,1,1,12,0,11,1,,,,1,0,0,,9,9,1,9,,4,5,0,0,,150,13,107,21,58,30,,,23,39,18,24,,,,,4,4,4,4,,1,,0,28,15,15,15,15
File,"debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/Flag.java",debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/Flag.java,1,1,1,1,4,0,4,0,,,,1,0,0,,4,4,0,4,,4,0,0,0,,34,2,11,6,1,21,,,5,7,6,1,,,,,1,1,1,1,,0,,1,91,1,1,1,1
File,"debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/FlagBitsPane.java",debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/FlagBitsPane.java,3,3,3,1,20,1,16,3,,,,1,0,0,,3,3,2,3,,0,1,0,2,,99,10,59,12,27,30,,,23,33,12,21,,,,,7,7,7,1,,1,,0,51,9,9,9,3
File,"debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/FlagBitsPaneView.java",debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/FlagBitsPaneView.java,1,1,1,1,23,3,17,3,,,,1,0,0,,3,3,5,3,,2,1,0,0,,117,15,70,27,40,32,,,55,60,27,40,,,,,2,2,3,1,,1,,0,46,4,4,5,3
File,"debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/FontFlag.java",debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/FontFlag.java,1,1,1,1,8,0,7,1,,,,1,0,0,,4,4,1,4,,4,0,0,0,,70,7,38,14,15,25,,,10,15,11,5,,,,,1,1,1,1,,0,,0,66,4,4,4,4
File,"debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/PanoseFlag.java",debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/PanoseFlag.java,1,1,1,1,13,0,12,0,,,,1,0,0,,16,16,2,16,,4,10,0,2,,263,21,218,31,155,24,,,27,44,27,19,,,,,1,1,1,1,,0,,0,11,16,16,16,16
File,"debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/SigFlag.java",debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/SigFlag.java,1,1,1,1,7,0,6,1,,,,1,0,0,,4,4,2,4,,4,0,0,0,,67,7,34,16,9,26,,,13,18,13,6,,,,,1,1,1,1,,0,,0,76,4,4,4,4
File,"debugger/src/main/java/org/apache/pdfbox/debugger/fontencodingpane/FontEncodingPaneController.java",debugger/src/main/java/org/apache/pdfbox/debugger/fontencodingpane/FontEncodingPaneController.java,3,3,3,1,22,0,16,6,,,,2,0,1,,4,4,1,4,,2,0,0,2,,119,8,72,28,25,39,,,33,46,29,21,,,,,5,5,5,3,,2,,0,54,10,10,10,5
File,"debugger/src/main/java/org/apache/pdfbox/debugger/fontencodingpane/FontEncodingView.java",debugger/src/main/java/org/apache/pdfbox/debugger/fontencodingpane/FontEncodingView.java,1,1,2,1,23,2,19,1,,,,2,0,1,,8,8,2,8,,2,5,0,1,,253,31,188,72,115,34,,,119,136,65,95,,,,,6,6,7,5,,2,,0,18,15,15,16,12
File,"debugger/src/main/java/org/apache/pdfbox/debugger/fontencodingpane/SimpleFont.java",debugger/src/main/java/org/apache/pdfbox/debugger/fontencodingpane/SimpleFont.java,1,1,2,1,15,1,13,1,,,,1,0,2,,4,4,2,4,,1,2,0,1,,108,13,70,25,33,25,,,39,47,25,27,,,,,4,4,5,1,,3,,0,36,7,7,8,4
File,"debugger/src/main/java/org/apache/pdfbox/debugger/fontencodingpane/Type0Font.java",debugger/src/main/java/org/apache/pdfbox/debugger/fontencodingpane/Type0Font.java,3,3,4,1,26,0,24,1,,,,1,0,1,,4,4,2,4,,1,2,0,1,,155,10,119,42,63,26,,,71,87,44,54,,,,,6,6,6,1,,3,,0,22,15,15,16,4
File,"debugger/src/main/java/org/apache/pdfbox/debugger/fontencodingpane/Type3Font.java",debugger/src/main/java/org/apache/pdfbox/debugger/fontencodingpane/Type3Font.java,2,2,3,1,23,1,19,2,,,,1,0,1,,6,6,4,6,,1,4,0,1,,203,17,146,52,76,40,,,85,103,53,64,,,,,5,5,6,4,,3,,0,27,17,17,20,9
File,"debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/ASCIIPane.java",debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/ASCIIPane.java,1,1,2,1,17,1,12,3,,,,1,0,0,,5,5,3,5,,2,1,1,1,,131,16,78,26,38,37,,,44,54,24,33,,,,,5,5,6,3,,2,,0,47,9,9,10,7
File,"debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/AddressPane.java",debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/AddressPane.java,2,2,2,1,19,1,13,3,,,,1,0,0,,4,4,3,4,,2,1,1,0,,118,14,68,21,32,36,,,36,46,21,26,,,,,5,5,6,3,,2,,0,53,9,9,10,6
File,"debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexChangeListener.java",debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexChangeListener.java,0,0,0,0,0,0,0,0,,,,1,0,0,,1,1,0,1,,1,0,0,0,,28,2,5,3,0,21,,,2,3,3,0,,,,,0,0,0,0,,0,,4,20,0,0,0,0
File,"debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexChangedEvent.java",debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexChangedEvent.java,1,1,1,1,6,0,4,1,,,,1,0,0,,3,3,2,3,,1,0,0,2,,50,5,19,7,4,26,,,7,11,7,4,,,,,1,1,1,1,,0,,1,37,3,3,3,3
File,"debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexEditor.java",debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexEditor.java,1,1,2,1,22,2,20,0,,,,4,0,0,,8,8,7,8,,1,3,0,4,,228,26,176,56,111,26,,,124,136,56,97,,,,,6,3,7,1,,1,,0,15,14,11,16,8
File,"debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexModel.java",debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexModel.java,1,1,1,1,8,0,6,1,,,,1,3,0,,14,10,2,13,,1,2,0,10,,162,20,98,29,38,44,,,40,61,31,34,,,,,4,4,4,1,,2,,0,45,23,23,25,14
File,"debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexModelChangeListener.java",debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexModelChangeListener.java,0,0,0,0,0,0,0,0,,,,1,0,0,,1,1,0,1,,1,0,0,0,,26,2,5,3,0,19,,,2,3,3,0,,,,,0,0,0,0,,0,,3,80,0,0,0,0
File,"debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexModelChangedEvent.java",debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexModelChangedEvent.java,1,1,1,1,6,0,4,2,,,,1,0,2,,3,3,2,3,,3,0,0,0,,55,6,21,9,6,28,,,9,13,9,4,,,,,1,1,1,1,,0,,1,33,3,3,3,3
File,"debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexPane.java",debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexPane.java,1,1,2,1,10,0,9,0,,,,1,1,3,,29,26,6,27,,1,11,1,14,,383,41,294,89,135,48,,,128,175,78,112,,,,,7,7,10,3,,3,,0,16,50,47,61,31
File,"debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexView.java",debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexView.java,1,1,1,1,6,0,5,1,,,,1,0,12,,4,4,1,4,,0,0,0,4,,87,8,54,30,23,25,,,33,39,29,16,,,,,2,2,2,1,,1,,0,46,5,5,5,4
File,"debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/SelectEvent.java",debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/SelectEvent.java,1,1,1,1,6,0,4,1,,,,1,0,7,,3,3,2,3,,1,0,0,2,,58,6,26,14,11,26,,,14,18,14,4,,,,,1,1,1,1,,0,,1,00,3,3,3,3
File,"debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/SelectionChangeListener.java",debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/SelectionChangeListener.java,0,0,0,0,0,0,0,0,,,,1,0,0,,1,1,0,1,,1,0,0,0,,26,2,5,3,0,19,,,2,3,3,0,,,,,0,0,0,0,,0,,3,80,0,0,0,0
File,"debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/StatusPane.java",debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/StatusPane.java,1,1,1,1,9,0,9,0,,,,1,0,1,,3,3,3,3,,2,1,0,0,,68,7,40,16,20,21,,,28,32,16,19,,,,,1,1,1,1,,0,,0,53,3,3,3,3
File,"debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/UpperPane.java",debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/UpperPane.java,1,1,1,1,15,3,12,0,,,,1,0,0,,2,2,0,2,,1,0,1,0,,65,10,34,14,15,21,,,23,27,14,13,,,,,2,2,2,1,,1,,0,62,3,3,3,2
File,"debugger/src/main/java/org/apache/pdfbox/debugger/pagepane/DebugTextOverlay.java",debugger/src/main/java/org/apache/pdfbox/debugger/pagepane/DebugTextOverlay.java,3,3,4,2,29,3,23,3,,,,2,0,0,,8,8,10,8,,2,2,2,2,,313,36,228,83,117,51,,,129,158,79,104,,,,,7,7,11,5,,3,,0,22,27,25,32,17
File,"debugger/src/main/java/org/apache/pdfbox/debugger/pagepane/PagePane.java",debugger/src/main/java/org/apache/pdfbox/debugger/pagepane/PagePane.java,2,2,2,1,19,1,16,1,,,,2,0,1,,22,22,15,22,,0,7,2,13,,573,52,463,178,224,58,,,256,316,170,196,,,,,8,7,9,3,,3,,0,13,59,56,65,24
File,"debugger/src/main/java/org/apache/pdfbox/debugger/streampane/OperatorMarker.java",debugger/src/main/java/org/apache/pdfbox/debugger/streampane/OperatorMarker.java,1,1,1,1,5,0,5,0,,,,1,1,1,,2,1,0,2,,0,1,0,1,,84,16,49,21,26,19,,,34,38,20,26,,,,,2,2,2,1,,1,,0,39,3,3,3,2
File,"debugger/src/main/java/org/apache/pdfbox/debugger/streampane/Stream.java",debugger/src/main/java/org/apache/pdfbox/debugger/streampane/Stream.java,2,2,2,1,15,0,11,3,,,,1,0,3,,12,12,5,12,,1,6,0,5,,247,27,162,50,65,58,,,78,104,53,61,,,,,5,5,5,4,,3,,0,36,25,25,27,15
File,"debugger/src/main/java/org/apache/pdfbox/debugger/streampane/StreamImageView.java",debugger/src/main/java/org/apache/pdfbox/debugger/streampane/StreamImageView.java,1,1,1,1,9,0,8,1,,,,1,0,0,,9,9,5,9,,2,3,0,4,,152,18,104,49,40,30,,,65,76,44,38,,,,,2,2,3,1,,1,,0,29,10,10,11,9
File,"debugger/src/main/java/org/apache/pdfbox/debugger/streampane/StreamPane.java",debugger/src/main/java/org/apache/pdfbox/debugger/streampane/StreamPane.java,3,3,4,1,24,0,22,0,,,,2,0,8,,18,17,13,17,,1,11,2,3,,584,39,505,139,237,41,,,240,312,138,210,,,,,14,14,17,4,,3,,0,08,64,64,75,26
File,"debugger/src/main/java/org/apache/pdfbox/debugger/streampane/StreamPaneView.java",debugger/src/main/java/org/apache/pdfbox/debugger/streampane/StreamPaneView.java,1,1,1,1,8,0,5,3,,,,1,0,0,,4,4,1,4,,3,0,0,1,,70,8,31,13,9,31,,,16,21,13,9,,,,,1,1,1,1,,0,,1,00,4,4,4,4
File,"debugger/src/main/java/org/apache/pdfbox/debugger/streampane/StreamTextView.java",debugger/src/main/java/org/apache/pdfbox/debugger/streampane/StreamTextView.java,1,1,1,1,9,1,7,0,,,,1,0,0,,8,8,4,8,,2,1,0,5,,132,21,84,39,26,27,,,43,55,34,26,,,,,2,2,2,1,,1,,0,32,11,11,11,8
File,"debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/ColorToolTip.java",debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/ColorToolTip.java,1,1,1,1,11,0,8,3,,,,1,1,0,,5,4,1,5,,3,0,0,2,,89,7,47,14,18,35,,,15,24,14,12,,,,,3,3,3,1,,2,,0,74,7,7,7,5
File,"debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/FontToolTip.java",debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/FontToolTip.java,2,2,2,1,10,0,8,1,,,,1,0,1,,4,4,1,4,,1,2,0,1,,80,7,47,16,13,26,,,16,26,16,11,,,,,5,5,5,1,,3,,0,55,8,8,8,4
File,"debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/GToolTip.java",debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/GToolTip.java,1,1,1,1,8,0,6,2,,,,1,0,0,,2,2,0,2,,1,1,0,0,,46,4,18,7,5,24,,,6,10,7,5,,,,,2,2,2,1,,1,,1,33,3,3,3,2
File,"debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/KToolTip.java",debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/KToolTip.java,2,2,2,1,13,1,10,2,,,,1,0,1,,4,4,0,4,,3,1,0,0,,96,11,56,21,19,29,,,23,33,21,17,,,,,3,3,3,1,,2,,0,52,8,8,8,4
File,"debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/RGToolTip.java",debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/RGToolTip.java,1,1,1,1,8,0,6,2,,,,1,0,0,,2,2,0,2,,1,1,0,0,,46,4,18,7,5,24,,,6,10,7,5,,,,,2,2,2,1,,1,,1,33,3,3,3,2
File,"debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/SCNToolTip.java",debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/SCNToolTip.java,3,3,3,1,20,0,18,2,,,,1,0,1,,2,2,0,2,,1,1,0,0,,79,5,50,16,18,24,,,20,28,16,15,,,,,6,6,6,1,,3,,0,48,7,7,7,2
File,"debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/ToolTipController.java",debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/ToolTipController.java,3,2,4,2,19,0,17,1,,,,2,1,1,,8,7,2,8,,2,4,0,2,,190,15,144,34,72,31,,,62,84,35,59,,,,,13,5,13,10,,3,,0,22,27,19,29,20
File,"debugger/src/main/java/org/apache/pdfbox/debugger/stringpane/StringPane.java",debugger/src/main/java/org/apache/pdfbox/debugger/stringpane/StringPane.java,1,1,2,1,7,0,7,0,,,,1,0,2,,5,5,1,5,,0,3,0,2,,78,10,49,19,19,19,,,25,34,20,17,,,,,3,3,6,3,,2,,0,39,7,7,10,7
File,"debugger/src/main/java/org/apache/pdfbox/debugger/treestatus/TreeStatus.java",debugger/src/main/java/org/apache/pdfbox/debugger/treestatus/TreeStatus.java,2,2,2,2,19,0,14,5,,,,1,0,0,,9,9,1,9,,0,6,0,3,,219,12,142,37,66,65,,,61,90,39,60,,,,,8,8,8,5,,2,,0,46,26,26,26,21
File,"debugger/src/main/java/org/apache/pdfbox/debugger/treestatus/TreeStatusPane.java",debugger/src/main/java/org/apache/pdfbox/debugger/treestatus/TreeStatusPane.java,1,1,1,1,10,0,8,2,,,,2,0,0,,7,7,7,7,,0,2,0,5,,131,11,85,35,32,35,,,47,57,33,28,,,,,2,2,2,1,,1,,0,41,9,9,9,7
File,"debugger/src/main/java/org/apache/pdfbox/debugger/ui/ArrayEntry.java",debugger/src/main/java/org/apache/pdfbox/debugger/ui/ArrayEntry.java,1,1,1,1,9,0,4,5,,,,1,0,0,,6,6,3,6,,0,0,0,6,,91,8,32,12,6,51,,,11,18,12,6,,,,,1,1,1,1,,0,,1,59,6,6,6,6
File,"debugger/src/main/java/org/apache/pdfbox/debugger/ui/DebugLog.java",debugger/src/main/java/org/apache/pdfbox/debugger/ui/DebugLog.java,1,1,1,1,5,0,5,0,,,,1,0,3,,19,19,1,19,,0,0,0,19,,164,22,121,44,28,21,,,25,51,26,25,,,,,2,2,2,1,,1,,0,17,25,25,25,19
File,"debugger/src/main/java/org/apache/pdfbox/debugger/ui/DocumentEntry.java",debugger/src/main/java/org/apache/pdfbox/debugger/ui/DocumentEntry.java,1,1,1,1,4,0,4,0,,,,1,0,0,,5,5,2,5,,0,0,0,5,,62,8,33,15,8,21,,,14,20,14,8,,,,,1,1,1,1,,0,,0,64,5,5,5,5
File,"debugger/src/main/java/org/apache/pdfbox/debugger/ui/ErrorDialog.java",debugger/src/main/java/org/apache/pdfbox/debugger/ui/ErrorDialog.java,1,1,1,1,17,0,14,3,,,,1,1,7,,13,9,7,10,,6,1,0,3,,282,20,193,71,108,69,,,122,141,70,93,,,,,4,4,4,1,,2,,0,36,21,21,23,13
File,"debugger/src/main/java/org/apache/pdfbox/debugger/ui/FileOpenSaveDialog.java",debugger/src/main/java/org/apache/pdfbox/debugger/ui/FileOpenSaveDialog.java,2,2,2,1,18,0,12,5,,,,2,0,1,,5,5,1,5,,0,0,0,5,,136,8,81,26,37,47,,,36,49,25,32,,,,,3,3,4,3,,2,,0,58,12,12,14,7
File,"debugger/src/main/java/org/apache/pdfbox/debugger/ui/HighResolutionImageIcon.java",debugger/src/main/java/org/apache/pdfbox/debugger/ui/HighResolutionImageIcon.java,1,1,1,1,5,0,5,0,,,,1,0,0,,4,4,3,4,,0,0,0,4,,53,6,32,16,6,15,,,14,19,13,6,,,,,1,1,1,1,,0,,0,47,4,4,4,4
File,"debugger/src/main/java/org/apache/pdfbox/debugger/ui/ImageTypeMenu.java",debugger/src/main/java/org/apache/pdfbox/debugger/ui/ImageTypeMenu.java,2,1,3,1,15,0,13,1,,,,1,4,5,,7,3,4,7,,0,2,0,5,,161,17,110,24,64,34,,,57,71,24,49,,,,,5,4,5,4,,1,,0,31,19,13,22,10
File,"debugger/src/main/java/org/apache/pdfbox/debugger/ui/ImageUtil.java",debugger/src/main/java/org/apache/pdfbox/debugger/ui/ImageUtil.java,3,1,3,3,22,0,18,4,,,,1,1,0,,2,1,0,2,,0,1,0,1,,76,4,43,12,28,29,,,26,30,12,21,,,,,5,2,5,5,,1,,0,67,6,3,6,6
File,"debugger/src/main/java/org/apache/pdfbox/debugger/ui/LogDialog.java",debugger/src/main/java/org/apache/pdfbox/debugger/ui/LogDialog.java,3,3,3,1,19,1,17,0,,,,1,2,1,,8,6,8,8,,0,2,0,6,,218,26,170,46,97,22,,,100,120,44,83,,,,,13,13,13,1,,2,,0,13,29,24,29,8
